estados,data,consumo
PE,1992-11-01,63266.0
AL,1992-11-01,22649.0
SE,1992-11-01,20966.0
BA,1992-11-01,99174.0
MG,1992-11-01,210644.0
ES,1992-11-01,39211.0
RJ,1992-11-01,212687.0
SP,1992-11-01,577173.0
PR,1992-11-01,140881.0
SC,1992-11-01,95025.0
RS,1992-11-01,127662.0
MT,1992-11-01,25582.0
MS,1992-11-01,20961.0
GO,1992-11-01,57501.0
DF,1992-11-01,49773.0
RO,1992-12-01,6219.0
AC,1992-12-01,427.0
AM,1992-12-01,18526.0
RR,1992-12-01,300.0
PA,1992-12-01,37117.0
AP,1992-12-01,6231.0
TO,1992-12-01,7537.0
MA,1992-12-01,20672.0
PI,1992-12-01,7929.0
CE,1992-12-01,61595.0
RN,1992-12-01,17216.0
PB,1992-12-01,31742.0
PE,1992-12-01,72083.0
AL,1992-12-01,25737.0
SE,1992-12-01,21414.0
BA,1992-12-01,88769.0
MG,1992-12-01,211462.0
ES,1992-12-01,38272.0
RJ,1992-12-01,216685.0
SP,1992-12-01,567680.0
PR,1992-12-01,146027.0
SC,1992-12-01,83501.0
RS,1992-12-01,131762.0
MT,1992-12-01,25388.0
MS,1992-12-01,25394.0
GO,1992-12-01,60240.0
DF,1992-12-01,47157.0
RO,1993-01-01,8740.0
AC,1993-01-01,519.0
AM,1993-01-01,15137.0
RR,1993-01-01,1579.0
PA,1993-01-01,37660.0
AP,1993-01-01,5089.0
TO,1993-01-01,7555.0
MA,1993-01-01,18359.0
PI,1993-01-01,10275.0
CE,1993-01-01,57936.0
RN,1993-01-01,12413.0
PB,1993-01-01,21892.0
PE,1993-01-01,63057.0
AL,1993-01-01,18607.0
SE,1993-01-01,17558.0
BA,1993-01-01,105211.0
MG,1993-01-01,220640.0
ES,1993-01-01,41701.0
RJ,1993-01-01,216628.0
SP,1993-01-01,603403.0
PR,1993-01-01,146150.0
SC,1993-01-01,81047.0
RS,1993-01-01,109936.0
MT,1993-01-01,26722.0
MS,1993-01-01,25579.0
GO,1993-01-01,66611.0
DF,1993-01-01,54082.0
RO,1993-02-01,6193.0
AC,1993-02-01,1692.0
AM,1993-02-01,11590.0
RR,1993-02-01,1484.0
PA,1993-02-01,22359.0
AP,1993-02-01,4000.0
TO,1993-02-01,6589.0
MA,1993-02-01,15264.0
PI,1993-02-01,8770.0
CE,1993-02-01,33044.0
RN,1993-02-01,13512.0
PB,1993-02-01,21232.0
PE,1993-02-01,50920.0
AL,1993-02-01,15650.0
SE,1993-02-01,14075.0
BA,1993-02-01,85103.0
MG,1993-02-01,185533.0
ES,1993-02-01,35484.0
RJ,1993-02-01,188720.0
SP,1993-02-01,513273.0
PR,1993-02-01,144496.0
SC,1993-02-01,74503.0
RS,1993-02-01,114187.0
MT,1993-02-01,17567.0
MS,1993-02-01,20683.0
GO,1993-02-01,51548.0
DF,1993-02-01,50587.0
RO,1993-03-01,9439.0
AC,1993-03-01,1510.0
AM,1993-03-01,18516.0
RR,1993-03-01,1900.0
PA,1993-03-01,33558.0
AP,1993-03-01,2681.0
TO,1993-03-01,7645.0
MA,1993-03-01,13499.0
PI,1993-03-01,8517.0
CE,1993-03-01,45886.0
RN,1993-03-01,15430.0
PB,1993-03-01,28506.0
PE,1993-03-01,69462.0
AL,1993-03-01,24592.0
SE,1993-03-01,19888.0
BA,1993-03-01,99970.0
MG,1993-03-01,256943.0
ES,1993-03-01,44887.0
RJ,1993-03-01,234125.0
SP,1993-03-01,686311.0
PR,1993-03-01,183724.0
SC,1993-03-01,96112.0
RS,1993-03-01,139694.0
MT,1993-03-01,28039.0
MS,1993-03-01,23961.0
GO,1993-03-01,70651.0
DF,1993-03-01,60626.0
RO,1993-04-01,9195.0
AC,1993-04-01,1649.0
AM,1993-04-01,16609.0
RR,1993-04-01,1742.0
PA,1993-04-01,29086.0
AP,1993-04-01,5692.0
TO,1993-04-01,6785.0
MA,1993-04-01,14325.0
PI,1993-04-01,10232.0
CE,1993-04-01,40599.0
RN,1993-04-01,12419.0
PB,1993-04-01,23134.0
PE,1993-04-01,69914.0
AL,1993-04-01,20110.0
SE,1993-04-01,18778.0
BA,1993-04-01,93323.0
MG,1993-04-01,229101.0
ES,1993-04-01,36513.0
RJ,1993-04-01,206095.0
SP,1993-04-01,583072.0
PR,1993-04-01,187576.0
SC,1993-04-01,87607.0
RS,1993-04-01,114449.0
MT,1993-04-01,23075.0
MS,1993-04-01,24268.0
GO,1993-04-01,64544.0
DF,1993-04-01,56901.0
RO,1993-05-01,9014.0
AC,1993-05-01,1570.0
AM,1993-05-01,19403.0
RR,1993-05-01,2588.0
PA,1993-05-01,26473.0
AP,1993-05-01,4022.0
TO,1993-05-01,9626.0
MA,1993-05-01,13778.0
PI,1993-05-01,11142.0
CE,1993-05-01,38303.0
RN,1993-05-01,11798.0
PB,1993-05-01,20157.0
PE,1993-05-01,59986.0
AL,1993-05-01,13912.0
SE,1993-05-01,14779.0
BA,1993-05-01,104046.0
MG,1993-05-01,249853.0
ES,1993-05-01,38650.0
RJ,1993-05-01,222356.0
SP,1993-05-01,622720.0
PR,1993-05-01,205720.0
SC,1993-05-01,93068.0
RS,1993-05-01,124728.0
MT,1993-05-01,24794.0
MS,1993-05-01,28077.0
GO,1993-05-01,69377.0
DF,1993-05-01,62311.0
RO,1993-06-01,8976.0
AC,1993-06-01,1840.0
AM,1993-06-01,26147.0
RR,1993-06-01,2620.0
PA,1993-06-01,28341.0
AP,1993-06-01,4586.0
TO,1993-06-01,9900.0
MA,1993-06-01,14464.0
PI,1993-06-01,10342.0
CE,1993-06-01,42716.0
RN,1993-06-01,15348.0
PB,1993-06-01,19296.0
PE,1993-06-01,53379.0
AL,1993-06-01,15900.0
SE,1993-06-01,14819.0
BA,1993-06-01,80909.0
MG,1993-06-01,253105.0
ES,1993-06-01,40838.0
RJ,1993-06-01,233851.0
SP,1993-06-01,640199.0
PR,1993-06-01,234441.0
SC,1993-06-01,96253.0
RS,1993-06-01,117689.0
MT,1993-06-01,26907.0
MS,1993-06-01,25260.0
GO,1993-06-01,73918.0
DF,1993-06-01,63308.0
RO,1993-07-01,8151.0
AC,1993-07-01,2157.0
AM,1993-07-01,19653.0
RR,1993-07-01,1721.0
PA,1993-07-01,32866.0
AP,1993-07-01,5823.0
TO,1993-07-01,9195.0
MA,1993-07-01,17920.0
PI,1993-07-01,10143.0
CE,1993-07-01,55542.0
RN,1993-07-01,13190.0
PB,1993-07-01,22221.0
PE,1993-07-01,58222.0
AL,1993-07-01,16059.0
SE,1993-07-01,17554.0
BA,1993-07-01,95448.0
MG,1993-07-01,264935.0
ES,1993-07-01,43993.0
RJ,1993-07-01,239801.0
SP,1993-07-01,652322.0
PR,1993-07-01,183121.0
SC,1993-07-01,102859.0
RS,1993-07-01,107198.0
MT,1993-07-01,30751.0
MS,1993-07-01,26449.0
GO,1993-07-01,72368.0
DF,1993-07-01,66132.0
RO,1993-08-01,7776.0
AC,1993-08-01,1267.0
AM,1993-08-01,20212.0
RR,1993-08-01,1722.0
PA,1993-08-01,32340.0
AP,1993-08-01,5235.0
TO,1993-08-01,9176.0
MA,1993-08-01,15602.0
PI,1993-08-01,11866.0
CE,1993-08-01,56760.0
RN,1993-08-01,13742.0
PB,1993-08-01,22581.0
PE,1993-08-01,66481.0
AL,1993-08-01,17159.0
SE,1993-08-01,17241.0
BA,1993-08-01,100304.0
MG,1993-08-01,279407.0
ES,1993-08-01,42763.0
RJ,1993-08-01,218508.0
SP,1993-08-01,628284.0
PR,1993-08-01,179508.0
SC,1993-08-01,88295.0
RS,1993-08-01,114031.0
MT,1993-08-01,27669.0
MS,1993-08-01,31177.0
GO,1993-08-01,71002.0
DF,1993-08-01,60969.0
RO,1993-09-01,7831.0
AC,1993-09-01,1761.0
AM,1993-09-01,24880.0
RR,1993-09-01,1876.0
PA,1993-09-01,33077.0
AP,1993-09-01,5620.0
TO,1993-09-01,11094.0
MA,1993-09-01,17646.0
PI,1993-09-01,13532.0
CE,1993-09-01,49999.0
RN,1993-09-01,13892.0
PB,1993-09-01,27183.0
PE,1993-09-01,73097.0
AL,1993-09-01,21874.0
SE,1993-09-01,18583.0
BA,1993-09-01,98212.0
MG,1993-09-01,242664.0
ES,1993-09-01,43343.0
RJ,1993-09-01,203007.0
SP,1993-09-01,621048.0
PR,1993-09-01,138555.0
SC,1993-09-01,86404.0
RS,1993-09-01,117556.0
MT,1993-09-01,31359.0
MS,1993-09-01,32110.0
GO,1993-09-01,79076.0
DF,1993-09-01,60263.0
RO,1993-10-01,8101.0
AC,1993-10-01,2049.0
AM,1993-10-01,28070.0
RR,1993-10-01,1975.0
PA,1993-10-01,32908.0
AP,1993-10-01,4269.0
TO,1993-10-01,10798.0
MA,1993-10-01,17644.0
PI,1993-10-01,12847.0
CE,1993-10-01,55156.0
RN,1993-10-01,15021.0
PB,1993-10-01,28643.0
PE,1993-10-01,82717.0
AL,1993-10-01,20202.0
SE,1993-10-01,17866.0
BA,1993-10-01,100404.0
MG,1993-10-01,241921.0
ES,1993-10-01,42032.0
RJ,1993-10-01,222712.0
SP,1993-10-01,608425.0
PR,1993-10-01,145850.0
SC,1993-10-01,84812.0
RS,1993-10-01,113165.0
MT,1993-10-01,36570.0
MS,1993-10-01,31279.0
GO,1993-10-01,83358.0
DF,1993-10-01,60166.0
RO,1993-11-01,8118.0
AC,1993-11-01,1669.0
AM,1993-11-01,22143.0
RR,1993-11-01,2880.0
PA,1993-11-01,37620.0
AP,1993-11-01,4585.0
TO,1993-11-01,11681.0
MA,1993-11-01,17699.0
PI,1993-11-01,14392.0
CE,1993-11-01,60785.0
RN,1993-11-01,18146.0
PB,1993-11-01,25303.0
PE,1993-11-01,69927.0
AL,1993-11-01,21461.0
SE,1993-11-01,18056.0
BA,1993-11-01,115480.0
MG,1993-11-01,238562.0
ES,1993-11-01,42112.0
RJ,1993-11-01,214422.0
SP,1993-11-01,592070.0
PR,1993-11-01,160083.0
SC,1993-11-01,88701.0
RS,1993-11-01,117249.0
MT,1993-11-01,35788.0
MS,1993-11-01,28323.0
GO,1993-11-01,79070.0
DF,1993-11-01,52560.0
RO,1993-12-01,8399.0
AC,1993-12-01,2005.0
AM,1993-12-01,24741.0
RR,1993-12-01,1601.0
PA,1993-12-01,44100.0
AP,1993-12-01,3960.0
TO,1993-12-01,9332.0
MA,1993-12-01,17914.0
PI,1993-12-01,15849.0
CE,1993-12-01,47754.0
RN,1993-12-01,13745.0
PB,1993-12-01,30554.0
PE,1993-12-01,69083.0
AL,1993-12-01,19078.0
SE,1993-12-01,19304.0
BA,1993-12-01,112780.0
MG,1993-12-01,219106.0
ES,1993-12-01,43410.0
RJ,1993-12-01,210225.0
SP,1993-12-01,588702.0
PR,1993-12-01,134160.0
SC,1993-12-01,88548.0
RS,1993-12-01,130422.0
MT,1993-12-01,28028.0
MS,1993-12-01,31913.0
GO,1993-12-01,71234.0
DF,1993-12-01,51794.0
RO,1994-01-01,8254.0
AC,1994-01-01,1765.0
AM,1994-01-01,18396.0
RR,1994-01-01,0.0
PA,1994-01-01,38889.0
AP,1994-01-01,5171.0
TO,1994-01-01,9845.0
MA,1994-01-01,16892.0
PI,1994-01-01,16116.0
CE,1994-01-01,32371.0
RN,1994-01-01,14516.0
PB,1994-01-01,58543.0
PE,1994-01-01,58227.0
AL,1994-01-01,21593.0
SE,1994-01-01,17624.0
BA,1994-01-01,107601.0
MG,1994-01-01,214949.0
ES,1994-01-01,43354.0
RJ,1994-01-01,196016.0
SP,1994-01-01,596130.0
PR,1994-01-01,141417.0
SC,1994-01-01,80517.0
RS,1994-01-01,134757.0
MT,1994-01-01,29087.0
MS,1994-01-01,28921.0
GO,1994-01-01,63643.0
DF,1994-01-01,42566.0
RO,1994-02-01,7805.0
AC,1994-02-01,1628.0
AM,1994-02-01,15750.0
RR,1994-02-01,0.0
PA,1994-02-01,34095.0
AP,1994-02-01,3210.0
TO,1994-02-01,8183.0
MA,1994-02-01,14344.0
PI,1994-02-01,11108.0
CE,1994-02-01,22748.0
RN,1994-02-01,14739.0
PB,1994-02-01,37130.0
PE,1994-02-01,45247.0
AL,1994-02-01,11364.0
SE,1994-02-01,13572.0
BA,1994-02-01,78598.0
MG,1994-02-01,202678.0
ES,1994-02-01,38894.0
RJ,1994-02-01,182843.0
SP,1994-02-01,542832.0
PR,1994-02-01,121119.0
SC,1994-02-01,75329.0
RS,1994-02-01,115366.0
MT,1994-02-01,24030.0
MS,1994-02-01,27634.0
GO,1994-02-01,61166.0
DF,1994-02-01,51142.0
RO,1994-03-01,6153.0
AC,1994-03-01,1400.0
AM,1994-03-01,16463.0
RR,1994-03-01,1105.0
PA,1994-03-01,29616.0
AP,1994-03-01,2958.0
TO,1994-03-01,6869.0
MA,1994-03-01,11625.0
PI,1994-03-01,8974.0
CE,1994-03-01,28762.0
RN,1994-03-01,17963.0
PB,1994-03-01,44021.0
PE,1994-03-01,62253.0
AL,1994-03-01,17671.0
SE,1994-03-01,15834.0
BA,1994-03-01,108601.0
MG,1994-03-01,224623.0
ES,1994-03-01,39699.0
RJ,1994-03-01,206116.0
SP,1994-03-01,610083.0
PR,1994-03-01,149076.0
SC,1994-03-01,85799.0
RS,1994-03-01,131683.0
MT,1994-03-01,25008.0
MS,1994-03-01,30224.0
GO,1994-03-01,61889.0
DF,1994-03-01,49059.0
RO,1994-04-01,8171.0
AC,1994-04-01,1713.0
AM,1994-04-01,14258.0
RR,1994-04-01,2125.0
PA,1994-04-01,24700.0
AP,1994-04-01,3051.0
TO,1994-04-01,7623.0
MA,1994-04-01,12747.0
PI,1994-04-01,6538.0
CE,1994-04-01,26953.0
RN,1994-04-01,15825.0
PB,1994-04-01,15713.0
PE,1994-04-01,48984.0
AL,1994-04-01,14407.0
SE,1994-04-01,10615.0
BA,1994-04-01,65683.0
MG,1994-04-01,218268.0
ES,1994-04-01,37643.0
RJ,1994-04-01,179758.0
SP,1994-04-01,531758.0
PR,1994-04-01,117560.0
SC,1994-04-01,79631.0
RS,1994-04-01,117669.0
MT,1994-04-01,20857.0
MS,1994-04-01,26773.0
GO,1994-04-01,62191.0
DF,1994-04-01,47204.0
RO,1994-05-01,6981.0
AC,1994-05-01,1516.0
AM,1994-05-01,15742.0
RR,1994-05-01,1471.0
PA,1994-05-01,31852.0
AP,1994-05-01,2910.0
TO,1994-05-01,11229.0
MA,1994-05-01,14144.0
PI,1994-05-01,9214.0
CE,1994-05-01,42311.0
RN,1994-05-01,17797.0
PB,1994-05-01,19409.0
PE,1994-05-01,54662.0
AL,1994-05-01,15535.0
SE,1994-05-01,15381.0
BA,1994-05-01,91873.0
MG,1994-05-01,265865.0
ES,1994-05-01,43420.0
RJ,1994-05-01,220107.0
SP,1994-05-01,619164.0
PR,1994-05-01,142957.0
SC,1994-05-01,79524.0
RS,1994-05-01,132931.0
MT,1994-05-01,33229.0
MS,1994-05-01,36095.0
GO,1994-05-01,69166.0
DF,1994-05-01,50903.0
RO,1994-06-01,7567.0
AC,1994-06-01,1363.0
AM,1994-06-01,17673.0
RR,1994-06-01,1375.0
PA,1994-06-01,38789.0
AP,1994-06-01,2438.0
TO,1994-06-01,11132.0
MA,1994-06-01,12487.0
PI,1994-06-01,12708.0
CE,1994-06-01,38221.0
RN,1994-06-01,13461.0
PB,1994-06-01,18286.0
PE,1994-06-01,53656.0
AL,1994-06-01,14669.0
SE,1994-06-01,15732.0
BA,1994-06-01,90403.0
MG,1994-06-01,236010.0
ES,1994-06-01,39529.0
RJ,1994-06-01,201862.0
SP,1994-06-01,567272.0
PR,1994-06-01,137128.0
SC,1994-06-01,83345.0
RS,1994-06-01,132641.0
MT,1994-06-01,36905.0
MS,1994-06-01,36065.0
GO,1994-06-01,84008.0
DF,1994-06-01,56151.0
RO,1994-07-01,6909.0
AC,1994-07-01,1504.0
AM,1994-07-01,15535.0
RR,1994-07-01,501.0
PA,1994-07-01,39169.0
AP,1994-07-01,2041.0
TO,1994-07-01,10238.0
MA,1994-07-01,13758.0
PI,1994-07-01,12142.0
CE,1994-07-01,43811.0
RN,1994-07-01,13664.0
PB,1994-07-01,19481.0
PE,1994-07-01,51506.0
AL,1994-07-01,16385.0
SE,1994-07-01,10263.0
BA,1994-07-01,76363.0
MG,1994-07-01,232719.0
ES,1994-07-01,40321.0
RJ,1994-07-01,201692.0
SP,1994-07-01,549168.0
PR,1994-07-01,139078.0
SC,1994-07-01,72929.0
RS,1994-07-01,112407.0
MT,1994-07-01,28644.0
MS,1994-07-01,26867.0
GO,1994-07-01,67594.0
DF,1994-07-01,45388.0
RO,1994-08-01,8018.0
AC,1994-08-01,1612.0
AM,1994-08-01,21886.0
RR,1994-08-01,420.0
PA,1994-08-01,41686.0
AP,1994-08-01,3354.0
TO,1994-08-01,12450.0
MA,1994-08-01,17004.0
PI,1994-08-01,13204.0
CE,1994-08-01,48349.0
RN,1994-08-01,17239.0
PB,1994-08-01,26100.0
PE,1994-08-01,53863.0
AL,1994-08-01,18634.0
SE,1994-08-01,16406.0
BA,1994-08-01,96110.0
MG,1994-08-01,285711.0
ES,1994-08-01,48327.0
RJ,1994-08-01,242981.0
SP,1994-08-01,668665.0
PR,1994-08-01,144455.0
SC,1994-08-01,89754.0
RS,1994-08-01,149773.0
MT,1994-08-01,42986.0
MS,1994-08-01,34860.0
GO,1994-08-01,90084.0
DF,1994-08-01,60770.0
RO,1994-09-01,7248.0
AC,1994-09-01,1833.0
AM,1994-09-01,22241.0
RR,1994-09-01,1748.0
PA,1994-09-01,45644.0
AP,1994-09-01,3154.0
TO,1994-09-01,14469.0
MA,1994-09-01,11818.0
PI,1994-09-01,12933.0
CE,1994-09-01,62502.0
RN,1994-09-01,17936.0
PB,1994-09-01,27357.0
PE,1994-09-01,69798.0
AL,1994-09-01,19636.0
SE,1994-09-01,19224.0
BA,1994-09-01,120536.0
MG,1994-09-01,332921.0
ES,1994-09-01,55846.0
RJ,1994-09-01,276662.0
SP,1994-09-01,759155.0
PR,1994-09-01,179291.0
SC,1994-09-01,107358.0
RS,1994-09-01,160147.0
MT,1994-09-01,52030.0
MS,1994-09-01,37526.0
GO,1994-09-01,110934.0
DF,1994-09-01,68090.0
RO,1994-10-01,7427.0
AC,1994-10-01,2008.0
AM,1994-10-01,27842.0
RR,1994-10-01,1181.0
PA,1994-10-01,45342.0
AP,1994-10-01,3236.0
TO,1994-10-01,13980.0
MA,1994-10-01,16422.0
PI,1994-10-01,13310.0
CE,1994-10-01,50953.0
RN,1994-10-01,19532.0
PB,1994-10-01,27332.0
PE,1994-10-01,69980.0
AL,1994-10-01,21738.0
SE,1994-10-01,17672.0
BA,1994-10-01,122368.0
MG,1994-10-01,309974.0
ES,1994-10-01,46866.0
RJ,1994-10-01,236975.0
SP,1994-10-01,646912.0
PR,1994-10-01,161773.0
SC,1994-10-01,83737.0
RS,1994-10-01,143113.0
MT,1994-10-01,46751.0
MS,1994-10-01,32632.0
GO,1994-10-01,94217.0
DF,1994-10-01,49910.0
RO,1994-11-01,6558.0
AC,1994-11-01,2942.0
AM,1994-11-01,20896.0
RR,1994-11-01,4042.0
PA,1994-11-01,47475.0
AP,1994-11-01,4893.0
TO,1994-11-01,15755.0
MA,1994-11-01,29038.0
PI,1994-11-01,15235.0
CE,1994-11-01,61261.0
RN,1994-11-01,27073.0
PB,1994-11-01,31224.0
PE,1994-11-01,69827.0
AL,1994-11-01,24213.0
SE,1994-11-01,18296.0
BA,1994-11-01,121609.0
MG,1994-11-01,289567.0
ES,1994-11-01,47151.0
RJ,1994-11-01,242712.0
SP,1994-11-01,643198.0
PR,1994-11-01,164467.0
SC,1994-11-01,84164.0
RS,1994-11-01,145179.0
MT,1994-11-01,43464.0
MS,1994-11-01,30911.0
GO,1994-11-01,83294.0
DF,1994-11-01,48192.0
RO,1994-12-01,6469.0
AC,1994-12-01,2620.0
AM,1994-12-01,15330.0
RR,1994-12-01,1718.0
PA,1994-12-01,45690.0
AP,1994-12-01,4210.0
TO,1994-12-01,10701.0
MA,1994-12-01,22631.0
PI,1994-12-01,16080.0
CE,1994-12-01,72230.0
RN,1994-12-01,23931.0
PB,1994-12-01,34863.0
PE,1994-12-01,80782.0
AL,1994-12-01,24010.0
SE,1994-12-01,23139.0
BA,1994-12-01,112864.0
MG,1994-12-01,274144.0
ES,1994-12-01,42584.0
RJ,1994-12-01,234389.0
SP,1994-12-01,604533.0
PR,1994-12-01,151312.0
SC,1994-12-01,90190.0
RS,1994-12-01,136952.0
MT,1994-12-01,34310.0
MS,1994-12-01,33486.0
GO,1994-12-01,82335.0
DF,1994-12-01,48315.0
RO,1995-01-01,6733.0
AC,1995-01-01,2296.0
AM,1995-01-01,13700.0
RR,1995-01-01,0.0
PA,1995-01-01,41156.0
AP,1995-01-01,4042.0
TO,1995-01-01,10712.0
MA,1995-01-01,26154.0
PI,1995-01-01,15077.0
CE,1995-01-01,66777.0
RN,1995-01-01,19844.0
PB,1995-01-01,32162.0
PE,1995-01-01,79511.0
AL,1995-01-01,23083.0
SE,1995-01-01,19397.0
BA,1995-01-01,123307.0
MG,1995-01-01,278539.0
ES,1995-01-01,42463.0
RJ,1995-01-01,221423.0
SP,1995-01-01,634961.0
PR,1995-01-01,126486.0
SC,1995-01-01,87752.0
RS,1995-01-01,136196.0
MT,1995-01-01,38729.0
MS,1995-01-01,32483.0
GO,1995-01-01,79020.0
DF,1995-01-01,51435.0
RO,1995-02-01,7150.0
AC,1995-02-01,1732.0
AM,1995-02-01,11118.0
RR,1995-02-01,2400.0
PA,1995-02-01,33739.0
AP,1995-02-01,3769.0
TO,1995-02-01,9654.0
MA,1995-02-01,17401.0
PI,1995-02-01,8913.0
CE,1995-02-01,49194.0
RN,1995-02-01,21763.0
PB,1995-02-01,24549.0
PE,1995-02-01,56980.0
AL,1995-02-01,19589.0
SE,1995-02-01,18328.0
BA,1995-02-01,85054.0
MG,1995-02-01,223197.0
ES,1995-02-01,35566.0
RJ,1995-02-01,180547.0
SP,1995-02-01,520871.0
PR,1995-02-01,127915.0
SC,1995-02-01,71686.0
RS,1995-02-01,136038.0
MT,1995-02-01,28011.0
MS,1995-02-01,28290.0
GO,1995-02-01,68947.0
DF,1995-02-01,39219.0
RO,1995-03-01,8498.0
AC,1995-03-01,2097.0
AM,1995-03-01,17396.0
RR,1995-03-01,1860.0
PA,1995-03-01,40733.0
AP,1995-03-01,2660.0
TO,1995-03-01,9359.0
MA,1995-03-01,16560.0
PI,1995-03-01,12514.0
CE,1995-03-01,48737.0
RN,1995-03-01,24530.0
PB,1995-03-01,32681.0
PE,1995-03-01,81614.0
AL,1995-03-01,24093.0
SE,1995-03-01,20726.0
BA,1995-03-01,110333.0
MG,1995-03-01,280037.0
ES,1995-03-01,46435.0
RJ,1995-03-01,244643.0
SP,1995-03-01,740956.0
PR,1995-03-01,161248.0
SC,1995-03-01,87642.0
RS,1995-03-01,155693.0
MT,1995-03-01,41232.0
MS,1995-03-01,38551.0
GO,1995-03-01,82890.0
DF,1995-03-01,51280.0
RO,1995-04-01,8932.0
AC,1995-04-01,1387.0
AM,1995-04-01,15758.0
RR,1995-04-01,1680.0
PA,1995-04-01,33483.0
AP,1995-04-01,2869.0
TO,1995-04-01,7795.0
MA,1995-04-01,11168.0
PI,1995-04-01,6799.0
CE,1995-04-01,30772.0
RN,1995-04-01,18050.0
PB,1995-04-01,19724.0
PE,1995-04-01,60113.0
AL,1995-04-01,15932.0
SE,1995-04-01,15529.0
BA,1995-04-01,86977.0
MG,1995-04-01,240190.0
ES,1995-04-01,35842.0
RJ,1995-04-01,204474.0
SP,1995-04-01,650966.0
PR,1995-04-01,168565.0
SC,1995-04-01,71934.0
RS,1995-04-01,133917.0
MT,1995-04-01,25164.0
MS,1995-04-01,28982.0
GO,1995-04-01,65945.0
DF,1995-04-01,37060.0
RO,1995-05-01,7533.0
AC,1995-05-01,1957.0
AM,1995-05-01,15642.0
RR,1995-05-01,2765.0
PA,1995-05-01,37072.0
AP,1995-05-01,3341.0
TO,1995-05-01,9225.0
MA,1995-05-01,13302.0
PI,1995-05-01,9555.0
CE,1995-05-01,39562.0
RN,1995-05-01,17654.0
PB,1995-05-01,22068.0
PE,1995-05-01,61543.0
AL,1995-05-01,15963.0
SE,1995-05-01,16745.0
BA,1995-05-01,101849.0
MG,1995-05-01,293190.0
ES,1995-05-01,48904.0
RJ,1995-05-01,239546.0
SP,1995-05-01,811718.0
PR,1995-05-01,203491.0
SC,1995-05-01,81717.0
RS,1995-05-01,162075.0
MT,1995-05-01,36615.0
MS,1995-05-01,38136.0
GO,1995-05-01,74792.0
DF,1995-05-01,45483.0
RO,1995-06-01,7194.0
AC,1995-06-01,2913.0
AM,1995-06-01,13745.0
RR,1995-06-01,2020.0
PA,1995-06-01,32671.0
AP,1995-06-01,4352.0
TO,1995-06-01,10886.0
MA,1995-06-01,11923.0
PI,1995-06-01,10835.0
CE,1995-06-01,45944.0
RN,1995-06-01,17714.0
PB,1995-06-01,20843.0
PE,1995-06-01,53150.0
AL,1995-06-01,14231.0
SE,1995-06-01,12611.0
BA,1995-06-01,83271.0
MG,1995-06-01,292397.0
ES,1995-06-01,48962.0
RJ,1995-06-01,262005.0
SP,1995-06-01,767135.0
PR,1995-06-01,217001.0
SC,1995-06-01,80841.0
RS,1995-06-01,145320.0
MT,1995-06-01,28034.0
MS,1995-06-01,35051.0
GO,1995-06-01,78533.0
DF,1995-06-01,45152.0
RO,1995-07-01,7424.0
AC,1995-07-01,2073.0
AM,1995-07-01,14661.0
RR,1995-07-01,3507.0
PA,1995-07-01,37122.0
AP,1995-07-01,4788.0
TO,1995-07-01,11713.0
MA,1995-07-01,15288.0
PI,1995-07-01,10297.0
CE,1995-07-01,48368.0
RN,1995-07-01,16454.0
PB,1995-07-01,21030.0
PE,1995-07-01,65103.0
AL,1995-07-01,16378.0
SE,1995-07-01,11725.0
BA,1995-07-01,90935.0
MG,1995-07-01,307627.0
ES,1995-07-01,53939.0
RJ,1995-07-01,258944.0
SP,1995-07-01,784428.0
PR,1995-07-01,204163.0
SC,1995-07-01,79783.0
RS,1995-07-01,123449.0
MT,1995-07-01,26269.0
MS,1995-07-01,33815.0
GO,1995-07-01,82574.0
DF,1995-07-01,45481.0
RO,1995-08-01,7007.0
AC,1995-08-01,2408.0
AM,1995-08-01,15596.0
RR,1995-08-01,4591.0
PA,1995-08-01,37444.0
AP,1995-08-01,5333.0
TO,1995-08-01,12705.0
MA,1995-08-01,15325.0
PI,1995-08-01,11040.0
CE,1995-08-01,40525.0
RN,1995-08-01,20747.0
PB,1995-08-01,24072.0
PE,1995-08-01,73050.0
AL,1995-08-01,16866.0
SE,1995-08-01,15472.0
BA,1995-08-01,103510.0
MG,1995-08-01,317776.0
ES,1995-08-01,52008.0
RJ,1995-08-01,266891.0
SP,1995-08-01,818312.0
PR,1995-08-01,231111.0
SC,1995-08-01,88571.0
RS,1995-08-01,134837.0
MT,1995-08-01,26289.0
MS,1995-08-01,38069.0
GO,1995-08-01,86044.0
DF,1995-08-01,44265.0
RO,1995-09-01,7950.0
AC,1995-09-01,1912.0
AM,1995-09-01,14537.0
RR,1995-09-01,2827.0
PA,1995-09-01,33978.0
AP,1995-09-01,3312.0
TO,1995-09-01,13776.0
MA,1995-09-01,15069.0
PI,1995-09-01,12984.0
CE,1995-09-01,42073.0
RN,1995-09-01,18859.0
PB,1995-09-01,22396.0
PE,1995-09-01,62475.0
AL,1995-09-01,16919.0
SE,1995-09-01,13733.0
BA,1995-09-01,98818.0
MG,1995-09-01,318656.0
ES,1995-09-01,59726.0
RJ,1995-09-01,254542.0
SP,1995-09-01,818766.0
PR,1995-09-01,215604.0
SC,1995-09-01,84069.0
RS,1995-09-01,133774.0
MT,1995-09-01,23239.0
