bi_lstm,dense,epochs,neuronios,ativacao_lstm,ativacao_normal,normalizacao,mae,rmse,mape
1,0,150,128,swish,,<class 'sklearn.preprocessing._data.PowerTransformer'>,25218.72917080966,41693.24979328697,0.2980161815648758
1,0,150,128,swish,,<class 'sklearn.preprocessing._data.PowerTransformer'>,29292.533469217517,48968.058154354316,0.2763943823933131
1,0,150,64,tanh,,<class 'sklearn.preprocessing._data.StandardScaler'>,144725.426653054,230131.87549687343,0.9362317783038195
1,0,150,64,tanh,,<class 'sklearn.preprocessing._data.StandardScaler'>,144758.77060422284,230326.844008413,0.934496400959598
1,0,150,64,tanh,,<class 'sklearn.preprocessing._data.MinMaxScaler'>,144706.68746360086,230130.33834071565,0.9348965403536953
1,0,150,64,tanh,,<class 'sklearn.preprocessing._data.MinMaxScaler'>,144763.70705913485,230330.1218168849,0.9345942056743332
1,0,150,64,tanh,,<class 'sklearn.preprocessing._data.PowerTransformer'>,144769.26654282078,230137.17177197023,0.9379133423103441
1,0,150,64,tanh,,<class 'sklearn.preprocessing._data.PowerTransformer'>,144758.27430015,230326.5012707155,0.9344851908363382
1,0,150,64,relu,,<class 'sklearn.preprocessing._data.StandardScaler'>,23390.964685132574,42832.12116029469,0.24115641532894966
1,0,150,64,relu,,<class 'sklearn.preprocessing._data.StandardScaler'>,28123.935815637342,41990.76801726024,0.42687045929842043
1,0,150,64,relu,,<class 'sklearn.preprocessing._data.MinMaxScaler'>,21726.7384765625,35697.40769428688,0.22497290348234186
1,0,150,64,relu,,<class 'sklearn.preprocessing._data.MinMaxScaler'>,21765.09745868298,37281.26554649831,0.2012694902172672
1,0,150,64,relu,,<class 'sklearn.preprocessing._data.PowerTransformer'>,24203.92719519413,38198.78981742237,0.28875695524504913
1,0,150,64,relu,,<class 'sklearn.preprocessing._data.PowerTransformer'>,46715.43557653972,64019.708698091046,0.6693095395606639
1,0,150,64,swish,,<class 'sklearn.preprocessing._data.StandardScaler'>,24153.44624408144,39162.327940533825,0.2539650891008826
1,0,150,64,swish,,<class 'sklearn.preprocessing._data.StandardScaler'>,25138.136080958575,40753.13260003666,0.25592794416326076
1,0,150,64,swish,,<class 'sklearn.preprocessing._data.MinMaxScaler'>,24107.355402462123,42951.88989423264,0.2329421015322584
1,0,150,64,swish,,<class 'sklearn.preprocessing._data.MinMaxScaler'>,19970.619163170184,34385.66841914363,0.18444260929667303
1,0,150,64,swish,,<class 'sklearn.preprocessing._data.PowerTransformer'>,26057.454532433712,45181.000110275585,0.24993429152430738
1,0,150,64,swish,,<class 'sklearn.preprocessing._data.PowerTransformer'>,34703.33471768682,48826.68220491967,0.49711195236411354
1,0,150,32,tanh,,<class 'sklearn.preprocessing._data.StandardScaler'>,146080.16939660275,230991.86413352372,0.9676721184260499
1,0,150,32,tanh,,<class 'sklearn.preprocessing._data.StandardScaler'>,146129.8948959777,231191.16392762357,0.9668434058707257
1,0,150,32,tanh,,<class 'sklearn.preprocessing._data.MinMaxScaler'>,146072.78657877605,230991.78818437146,0.9670860934220864
1,0,150,32,tanh,,<class 'sklearn.preprocessing._data.MinMaxScaler'>,146133.86733641688,231193.73113786578,0.9669298381964612
1,0,150,32,tanh,,<class 'sklearn.preprocessing._data.PowerTransformer'>,146100.20891993667,230994.62765005522,0.9685144471980947
1,0,150,32,tanh,,<class 'sklearn.preprocessing._data.PowerTransformer'>,146129.6328483943,231190.95890270325,0.9668396598992675
1,0,150,32,relu,,<class 'sklearn.preprocessing._data.StandardScaler'>,23260.191547111743,39347.42016206072,0.22868381701648707
1,0,150,32,relu,,<class 'sklearn.preprocessing._data.StandardScaler'>,25851.181621639582,41719.51040095574,0.31996384221937674
1,0,150,32,relu,,<class 'sklearn.preprocessing._data.MinMaxScaler'>,20137.920104166667,37637.697228023804,0.18003716466682743
1,0,150,32,relu,,<class 'sklearn.preprocessing._data.MinMaxScaler'>,19184.84170669426,33942.03967989453,0.17341147409468075
1,0,150,32,relu,,<class 'sklearn.preprocessing._data.PowerTransformer'>,22563.938514441288,37683.06825336147,0.21378995786482857
1,0,150,32,relu,,<class 'sklearn.preprocessing._data.PowerTransformer'>,32108.805211972205,51289.36893940363,0.4094151807258977
1,0,150,32,swish,,<class 'sklearn.preprocessing._data.StandardScaler'>,24680.73098070549,40741.33568877475,0.2087655955312444
1,0,150,32,swish,,<class 'sklearn.preprocessing._data.StandardScaler'>,26833.207382480254,46644.11681580194,0.3025792133924842
